Content,Emotion_predicted
RT A study from the University of Maryland has shown that the virus has spread most in cities and regions of the world where,worry
worse than crowded beaches RT Subways are getting crowded again with MTA service cuts,worry
RT Scientists estimate it will take at least a year to make a COVID19 vaccine available to the general public Ruth Karron,worry
RT In exercise of the powers conferred on him by Sections 2 3 and 4 of the Quarantine Act CAP Q2 LFN 2004 and all other powe,sadness
RT Palestinians in Gaza initiated sanitizing initiatives to prevent a potential COVID 19 outbreak there These photos we,neutral
RT BIAFRA GOVERNMENT WILL BE THE BEST GOVERNMENT EVER IN THE HISTORY OF MANKIND A member of IPOB Eziukwu zone put smiles,worry
RT Coronavirus doesn t discriminate but racial disparities in our health care system may mean Black and Brown families aren t,neutral
RT Coronavirus doesn t discriminate but racial disparities in our health care system may mean Black and Brown families aren t,neutral
RT This cause is close to my heart please sign,worry
RT N I Justice Minister Naomi Long The developing public health emergency caused by the worldwide coronavirus Covid 19 p,neutral
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
Wilmington based program provides elderly citizens with meals during COVID 19 quarantine,fun
RT Amazon just fired one of the leaders of today s AmazonStrike on Staten Island SHAME on a heartless firing of a wo,sadness
RT coronavirus News Alert Dr Vladimir Zelenko a board certified family practitioner in NY has now treated 699 Covid 19,neutral
RT DC When a patient is under stress or in pain their immune system is weakened and they are more susceptible to the COVID 1,sadness
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Really thrilled to be able to publish this piece from on COVID19 and the importance of communication over,worry
RT E I had a 30 year old nursing friend text me today that she was legitimately writing her will this week because of how many he,worry
RT From artists to sex workers from food assistance to housing from east coast to west here is a list of 43 mutual aid effo,worry
Support Donna by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT 1 4 Covid 19 update It s been 13 days since I tested positive I am really happy to report that from the knowledge of the,worry
Support Rachel by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
Baptist Health prepares for furloughs amid COVID 19,happiness
All this Covid 19 and I still don t believe in god,sadness
Sherman photographer offering porch portraits during COVID 19 outbreak,happiness
This is so true So thankful they now agree,sadness
DOD announces death of first US service member from COVID 19,fun
RT Alberta Here is a summary thread of today s COVID19AB public health date In the last 24 hours we confirmed 29 new cases of CO,sadness
RT If you don t think China will use COVID 19 to kill every Muslim in Xinjiang then you don t know the Chinese Communist Part,worry
RT Meet Madeleine In these uncertain times our work doesn t stop as animals continue to receive daily care and enrichment from o,worry
DOD announces death of first US service member from COVID 19,fun
RT Here is the NCAA D1 ruling basically giving another year of eligibility to all current college players and expanding roster,neutral
RT Police salute convoy of army vehicles transporting bodies of coronavirus victims in Italy where COVID 19 has killed more,neutral
RT I just received awful news My Uncle Tommy Ghant died from COVID 19 in Michigan this morning I saw Uncle Tommy 3 months,worry
We understand the highly fluid situation caused by the COVID 19 outbreak and the impact it has on,worry
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT alvaroo 6 COVID 19 is all fun and jokes in the Valley until loved ones start dying and y all claim that God failed them when in reali,fun
RT With more than five deaths in a single day and a huge jump in Covid 19 positive cases the total number of cases in I,fun
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT Raise your hand if there is someone in your immediate circle of friends and family who would be extremely vulnerable if,worry
RT COVID 19 further exposed our housing crisis It s time for the American people to stop worrying about unaffordable housi,neutral
RT Two more cases of COVID 19 have been confirmed in Kaduna The two cases are contacts of the index case Let me assure citizen,fun
RT UTHSC COVID 19 Test Site Open to Public by Appointment,neutral
Donald Trump is at war with his own country neverhoax coronavirus COVID19 COVID lockdown USPolitics,fun
RT Before I begin live tweeting this 2013 Final 4 game I wanted to say that my heart goes out to all those impacted by Covid,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT The province is setting up temporary hospitals for people who don t have COVID 19 and do not require an urgent level of care,neutral
RT Here is a distribution of recorded Covid 19 cases in Iceland which tests broadly even people with no symptoms and t,sadness
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT At the center of swirling uncertainty stand leaders at every level dedicated to keeping our community safe and healthy duri,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
UPDATE on COVID 19 and the postment of some lacrosse activities We will continue to update as things change Keep,relief
RT Tested positive for COVID 19 Got informed 13 days after After I prodded not because they contacted me as earlier promised,relief
University of WA model based on deaths from Covid 19 a more accurate technique unaffected test kit availability,neutral
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT Covid 19 Chinese government has disclosed only 3 304 deaths from coronavirus Yet funeral homes in Wuhan have,worry
RT covid s 19 and now i am too more life to me,sadness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
Current Covid 19 figures reflect 4 8 death rate Everyone please take this seriously 4 8 of worlds population,worry
RT taylor Exhausted NYC medical workers are on their knees praying for divine intervention I dont pray but please God have mercy on,worry
RT Maximizing the Calm Before the Storm Tiered Surgical Response Plan for Novel Coronavirus COVID 19,neutral
RT U S has over 160 000 COVID 19 cases and 2 953 deaths Johns Hopkins University,neutral
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Jamaica has so far tested 292 samples for the Coronavirus The 292 test also includes tests for Severe Acute Respirato,relief
